DB00050,c12c(cccc1)ccc(c2)C[C@@H](NC(=O)C)C(=O)N[C@@H](C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@@H](C(=O)N)C)CCC1)CCCNC(=N)N)CCCNC(=O)N)CO)Cc1ccc(cc1)Cl
DB00152,s1c(c([n+](Cc2c(nc(nc2)C)N)c1)C)CCO
DB00162,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
DB00175,O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](O)C1)C)CC[C@@H](O)C[C@@H](O)CC(=O)O)C(=O)[C@H](CC)C
DB00176,C(c1ccc(/C(=N/OCCN)/CCCCOC)cc1)(F)(F)F
DB00177,OC(=O)[C@@H](N(Cc1ccc(cc1)c1c(cccc1)c1n[nH]nn1)C(=O)CCCC)C(C)C
DB00178,c1ccccc1CC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC
DB00180,[C@]12(C(=CC(=O)C=C1)[C@H](C[C@@H]1[C@@H]2[C@H](C[C@]2([C@H]1C[C@@H]1[C@]2(OC(O1)(C)C)C(=O)CO)C)O)F)C
DB00181,Clc1ccc(C(CC(=O)O)CN)cc1
DB00182,c1(ccccc1)CC(C)N
DB00184,N1([C@H](c2cnccc2)CCC1)C
DB00185,C12CCN(C[C@]32CSC(O3)C)CC1
DB00186,Clc1cc2C(=NC(O)C(=O)Nc2cc1)c1c(Cl)cccc1
DB00187,O(CC(O)CNC(C)C)c1ccc(CCC(=O)OC)cc1
DB00188,c1(nccnc1)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)B(O)O)Cc1ccccc1
DB00191,NC(Cc1ccccc1)(C)C
DB00193,O[C@]1([C@H](CCCC1)CN(C)C)c1cc(OC)ccc1
DB00195,C1CC1COCCc1ccc(OCC(CNC(C)C)O)cc1
DB00196,Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1
DB00197,S1C(Cc2ccc(OCC3(Oc4c(CC3)c(c(O)c(c4C)C)C)C)cc2)C(=O)NC1=O
DB00198,O([C@H]1[C@H](NC(=O)C)[C@@H](N)CC(=C1)C(=O)OCC)C(CC)CC
DB00199,O([C@@H]1[C@H]([C@H](O[C@@H]2O[C@H]([C@H](O)[C@](OC)(C2)C)C)[C@H](C(=O)O[C@@H]([C@@](O)([C@H](O)[C@H](C(=O)[C@@H](C[C@]1(O)C)C)C)C)CC)C)C)[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C
DB00200,C12=C(C3=[N+]4C(=CC5=[N+]6C(=C(C7=[N+]8[C@]([C@@H]9N1[Co-3]468([n+]1c4cc(C)c(cc4n(c1)[C@H]1O[C@H](CO)[C@H]([C@H]1O)OP(=O)(O[C@@H](CNC(=O)CC[C@]2(C)[C@H]9CC(=O)N)C)[O-])C)O)(C)[C@]([C@@H]7CCC(=O)N)(CC(=O)N)C)C)[C@@]([C@@H]5CCC(=O)N)(C)CC(=O)N)C([C@@H]3CCC(=O)N)(C)C)C
DB00201,O=c1n(c(=O)n(c2ncn(c12)C)C)C
DB00202,O(CC[N+](C)(C)C)C(=O)CCC(=O)OCC[N+](C)(C)C
DB00203,c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC
DB00204,S(=O)(=O)(Nc1ccc(CCN(CCOc2ccc(NS(=O)(=O)C)cc2)C)cc1)C
DB00205,Clc1ccc(c2c(nc(nc2N)N)CC)cc1
DB00206,[C@H]12[C@H](C[C@H]3N(C1)CCc1c3[nH]c3c1ccc(c3)OC)[C@H](C(=O)OC)[C@@H](OC)[C@@H](C2)OC(=O)c1cc(c(c(c1)OC)OC)OC
DB00207,N1(C[C@@H](C[C@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O[C@@H]([C@]([C@@H]([C@H]1C)O)(O)C)CC)C)O[C@H]1C[C@@]([C@H]([C@@H](O1)C)O)(C)OC)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)(O)C)C)C
DB00208,Clc1c(CN2CCc3sccc3C2)cccc1
DB00210,O(c1c(C23CC4CC(C2)CC(C3)C4)cc(cc1)c1cc2c(cc1)cc(cc2)C(=O)O)C
DB00211,c1(c(ccc(c1)OC)OC)C(CNC(=O)CN)O
DB00213,S(=O)(c1[nH]c2c(n1)ccc(OC(F)F)c2)Cc1nccc(OC)c1OC
DB00215,Fc1ccc(C2(OCc3c2ccc(c3)C#N)CCCN(C)C)cc1
DB00216,c1ccccc1S(=O)(=O)CCc1cc2c(cc1)[nH]cc2C[C@@H]1N(CCC1)C
DB00218,Fc1c(N2C[C@H]3[C@H](NCCC3)C2)c(OC)c2n(C3CC3)cc(c(=O)c2c1)C(=O)O
DB00220,S(C[C@H](NC(=O)c1c(c(O)ccc1)C)[C@H](O)CN1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)c1ccccc1
DB00222,S(=O)(=O)(c1ccc(cc1)CCNC(=O)N1CC(=C(C1=O)CC)C)NC(=O)N[C@H]1CC[C@@H](CC1)C
DB00224,O[C@H](CN1[C@@H](CN(CC1)Cc1cccnc1)C(=O)NC(C)(C)C)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccccc1
DB00227,O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@H]1OC(=O)C[C@H](O)C1)C(=O)[C@H](CC)C
DB00228,ClC(F)C(F)(F)OC(F)F
DB00230,C(C(=O)O)[C@@H](CN)CC(C)C
DB00231,Clc1cc2c(N(C(=O)C(O)N=C2c2ccccc2)C)cc1
DB00235,O=c1[nH]c(c(c2ccncc2)cc1C#N)C
DB00238,O=c1[nH]c2c(n(C3CC3)c3ncccc13)nccc2C
DB00242,Clc1nc2n([C@@H]3O[C@@H]([C@@H](O)C3)CO)cnc2c(n1)N
DB00243,OC(CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)COc1c(OC)cccc1
DB00246,Clc1c(CCN2CCN(CC2)c2nsc3c2cccc3)cc2c(NC(=O)C2)c1
DB00247,c1ccc2c3c1C1=C[C@H](CN([C@@H]1Cc3cn2C)C)C(=O)NC(CC)CO
DB00248,O=C(N(CCCN(C)C)C(=O)NCC)[C@@H]1C[C@H]2[C@H](N(C1)CC=C)Cc1c3c2cccc3[nH]c1
DB00250,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1
DB00252,O=C1NC(=O)NC1(c1ccccc1)c1ccccc1
DB00254,[C@]12([C@H]([C@@H](C(=C(C2=O)C(=O)N)O)N(C)C)[C@H]([C@H]2C(=C1O)C(=O)c1c([C@@H]2C)cccc1O)O)O
DB00257,Clc1c(C(n2ccnc2)(c2ccccc2)c2ccccc2)cccc1
DB00261,C12=Nc3c(CN1CC(=O)N2)c(c(cc3)Cl)Cl
DB00263,S(=O)(=O)(Nc1onc(c1C)C)c1ccc(N)cc1
DB00264,O(CC(O)CNC(C)C)c1ccc(CCOC)cc1
DB00268,O=C1Nc2c(c(CCN(CCC)CCC)ccc2)C1
DB00271,c1(c(c(c(c(c1I)NC(=O)C)I)C(=O)O)I)NC(=O)C
DB00273,S(=O)(=O)(OC[C@]12OC[C@H]3OC(O[C@H]3[C@@H]2OC(O1)(C)C)(C)C)N
DB00276,S(=O)(=O)(Nc1cc(OC)c(Nc2c3c(nc4c2cccc4)cccc3)cc1)C
DB00277,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2
DB00278,C(=N)(NCCC[C@@H](C(=O)N1CC[C@H](C[C@@H]1C(=O)O)C)NS(=O)(=O)c1cccc2c1NCC(C2)C)N
DB00280,n1ccccc1C(CCN(C(C)C)C(C)C)(C(=O)N)c1ccccc1
DB00281,c1ccc(C)c(c1C)NC(=O)CN(CC)CC
DB00282,P(=O)(O)(O)C(P(=O)(O)O)(O)CCN
DB00283,Clc1ccc([C@](OCC[C@@H]2N(CCC2)C)(c2ccccc2)C)cc1
DB00284,N([C@H]1C=C([C@H]([C@@H]([C@H]1O)O)O)CO)[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1C)O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)O[C@@H]([C@H](O)[C@H](C=O)O)[C@H](O)CO)O)O)O)O
DB00285,OC1(C(CN(C)C)c2ccc(OC)cc2)CCCCC1
DB00287,FC(F)(F)c1cc(OC[C@H](O)/C=C/[C@@H]2[C@H]([C@@H](O)C[C@H]2O)C/C=C\CCCC(=O)OC(C)C)ccc1
DB00288,C1[C@@H]2[C@]([C@]3(C[C@@H]([C@@]4([C@@]5(C(=CC(=O)C=C5)CC[C@H]4[C@H]13)C)F)O)C)(OC1(O2)CCCC1)C(=O)COC(=O)C
DB00289,O([C@H](CCNC)c1ccccc1)c1c(cccc1)C
DB00291,ClCCN(c1ccc(CCCC(=O)O)cc1)CCCl
DB00292,c1(n(cnc1)[C@@H](c1ccccc1)C)C(=O)OCC
DB00293,s1c(N(Cc2cc3c([nH]c(nc3=O)C)cc2)C)ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O
DB00295,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O
DB00296,c1(NC(=O)[C@H]2N(CCCC2)CCC)c(cccc1C)C
DB00297,C1CCN(C(C1)C(=O)Nc1c(cccc1C)C)CCCC
DB00299,OCC(CCn1c2[nH]c(nc(=O)c2nc1)N)CO
DB00302,C1C[C@H](CC[C@@H]1C(=O)O)CN
DB00303,C1(=C([C@@H]([C@H]2N1C(=O)[C@@H]2[C@H](O)C)C)S[C@@H]1CN[C@@H](C1)C(=O)Nc1cccc(c1)C(=O)O)C(=O)O
DB00307,OC(=O)c1ccc(C(=C)c2cc3C(CCC(c3cc2C)(C)C)(C)C)cc1
DB00308,c1(ccc(cc1)NS(=O)(=O)C)C(CCCN(CC)CCCCCCC)O
DB00310,c12c(C(=O)NC2(O)c2cc(c(cc2)Cl)S(=O)(=O)N)cccc1
DB00312,O=C1NC(=O)NC(=O)C1(C(CCC)C)CC
DB00313,CCCC(C(=O)O)CCC
DB00315,c1c2c(ccc1C[C@@H]1NC(=O)OC1)[nH]cc2CCN(C)C
DB00316,Oc1ccc(NC(=O)C)cc1
DB00317,Clc1cc(Nc2ncnc3c2cc(OCCCN2CCOCC2)c(OC)c3)ccc1F
DB00318,[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5OC)N(CC3)C)O
DB00319,N12[C@H](C(S[C@@H]2[C@H](NC(=O)[C@@H](c2ccccc2)NC(=O)N2C(=O)C(=O)N(CC2)CC)C1=O)(C)C)C(=O)O
DB00320,O1[C@]2(O)N([C@H](C(=O)N3[C@H]2CCC3)Cc2ccccc2)C(=O)[C@@]1(NC(=O)[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C
DB00321,N(CCC=C1c2c(CCc3c1cccc3)cccc2)(C)C
DB00323,O=C(c1cc([N+](=O)[O-])c(O)c(O)c1)c1ccc(cc1)C
DB00324,F[C@@]12[C@H]([C@H]3[C@@]([C@](O)(CC3)C(=O)C)(C[C@@H]1O)C)C[C@@H](C1=CC(=O)C=C[C@]21C)C
DB00327,O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O
DB00328,c1c(ccc(c1)C(=O)n1c2c(c(c1C)CC(=O)O)cc(cc2)OC)Cl
DB00330,N([C@H](CO)CC)CCN[C@H](CO)CC
DB00331,NC(=N)NC(=N)N(C)C
DB00333,CCC(=O)C(CC(N(C)C)C)(c1ccccc1)c1ccccc1
DB00334,N1=C(c2c(Nc3c1cccc3)sc(c2)C)N1CCN(CC1)C
DB00335,O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N
DB00337,[C@]12(C(=O)C(=O)N3[C@H](C(=O)O[C@H](/C(=C/[C@H]4C[C@H]([C@H](CC4)Cl)OC)/C)[C@@H]([C@H](CC(=O)[C@@H](/C=C(/C[C@@H](C[C@@H]([C@@H](O1)[C@H](C[C@H]2C)OC)OC)C)\C)CC)O)C)CCCC3)O
DB00338,S(=O)(Cc1ncc(c(OC)c1C)C)c1[nH]c2c(n1)ccc(OC)c2
DB00339,O=C(N)c1nccnc1
DB00341,Clc1ccc(C(N2CCN(CC2)CCOCC(=O)O)c2ccccc2)cc1
DB00343,[C@@H]1(C(=O)N(c2c(S[C@H]1c1ccc(cc1)OC)cccc2)CCN(C)C)OC(=O)C
DB00344,N(CCCC1c2c(C=Cc3c1cccc3)cccc2)C
DB00346,C1CCOC1C(=O)NCCCN(c1nc2c(c(n1)N)cc(c(c2)OC)OC)C
DB00349,Clc1cc2N(C(=O)CC(=O)N(c2cc1)C)c1ccccc1
DB00350,c1(N2CCCCC2)cc([n+](c(n1)N)[O-])N
DB00351,CC1=C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@@]3(C(=O)C)OC(=O)C)[C@@]2(C)CCC(=O)C=C12
DB00355,[C@@H]1([C@@H](N(C1=O)S(=O)(=O)[O-])C)NC(=O)/C(=N\OC(C(=O)O)(C)C)/c1csc(n1)[NH3+]
DB00356,Clc1cc2[nH]c(=O)oc2cc1
DB00357,O=C1NC(=O)CCC1(CC)c1ccc(N)cc1
DB00358,FC(F)(F)c1nc2c(c(C(O)C3NCCCC3)c1)cccc2C(F)(F)F
DB00359,S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1
DB00361,N12C[C@@H](C=C(C1)CC)C[C@](C(=O)OC)(c1c(cc3c(c1)[C@@]14[C@@H](N3C)[C@]([C@@H]([C@@]3(C=CCN([C@H]13)CC4)CC)OC(=O)C)(C(=O)OC)O)OC)c1[nH]c3ccccc3c1C2
DB00362,C1N2[C@@H]([C@H]([C@H]1C)O)C(=O)N[C@@H]([C@@H](C[C@@H](C(=O)N[C@@H]([C@H](O)C)C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@H]([C@@H]([C@H](c1ccc(cc1)O)O)O)C(=O)N[C@H](C2=O)[C@@H](C)O)O)NC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)OCCCCC)O)O
DB00363,C1(=Nc2c(Nc3c1cccc3)ccc(c2)Cl)N1CCN(CC1)C
DB00364,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
DB00367,O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC3)CC1)CC)C#C
DB00368,O[C@H](c1cc(O)c(O)cc1)CN
DB00369,P(=O)(O)(O)CO[C@@H](Cn1ccc(nc1=O)N)CO
DB00370,N12C(CN(CC1)C)c1c(Cc3c2nccc3)cccc1
DB00371,O(CC(CCC)(COC(=O)N)C)C(=O)N
DB00373,CC(C)(C)NC[C@@H](COc1c(nsn1)N1CCOCC1)O
DB00374,c12cccc(c1C[C@@H]1[C@H](C2)[C@H]([C@@H](C1)O)CC[C@H](CCCCC)O)OCC(=O)O
DB00375,ClCC1OC1.N(CCNCCN)CCNCCN
DB00376,OC(C1CCCCC1)(CCN1CCCCC1)c1ccccc1
DB00377,c12c3c(ccc1)CCC[C@@H]3CN(C2=O)[C@@H]1CN2CCC1CC2
DB00379,O(CC(N)C)c1c(cccc1C)C
DB00381,C1(C(=C(NC(=C1C(=O)OC)C)COCCN)C(=O)OCC)c1c(cccc1)Cl
DB00382,n1c2c(CCCC2)c(N)c2c1cccc2
DB00384,n1c(c2ccccc2)c(nc2nc(nc(N)c12)N)N
DB00388,O[C@@H](CNC)c1cc(O)ccc1
DB00390,O([C@@H]1C[C@@H]2[C@](CC1)([C@@H]1[C@@H](CC2)[C@@]2([C@]([C@@H](C1)O)([C@H](CC2)C1=CC(=O)OC1)C)O)C)[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O[C@@H]1O[C@@H]([C@H]([C@H](C1)O)O)C)C)C
DB00393,O(C(=O)C1=C(NC(=C(C1c1cc([N+](=O)[O-])ccc1)C(=O)OCCOC)C)C)C(C)C
DB00395,O(CC(CCC)(COC(=O)N)C)C(=O)NC(C)C
DB00396,O=C([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C
DB00398,Clc1c(cc(NC(=O)Nc2ccc(Oc3cc(ncc3)C(=O)NC)cc2)cc1)C(F)(F)F
DB00400,Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC
DB00401,O(C(=O)C1=C(NC(=C(C1c1c([N+](=O)[O-])cccc1)C(=O)OC)C)C)CC(C)C
DB00404,Clc1cc2c(n3c(nnc3C)CN=C2c2ccccc2)cc1
DB00408,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(CC1)C
DB00411,C([N+](C)(C)C)COC(=O)N
DB00412,S1C(Cc2ccc(OCCN(c3ncccc3)C)cc2)C(=O)NC1=O
DB00413,C1[C@H](CCc2c1sc(n2)N)NCCC
DB00415,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
DB00417,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)COc1ccccc1
DB00418,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
DB00419,O[C@@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCC)CO
DB00421,S([C@H]1[C@H]2[C@H]3[C@@]([C@@]4(OC(=O)CC4)CC3)(CC[C@@H]2[C@@]2(C(=CC(=O)CC2)C1)C)C)C(=O)C
DB00422,O(C(=O)C(C1NCCCC1)c1ccccc1)C
DB00423,C(=O)(OCC(COc1c(OC)cccc1)O)N
DB00425,O=C(N(C)C)Cc1n2c(nc1c1ccc(cc1)C)ccc(c2)C
DB00426,O(CC(CCn1c2nc(ncc2nc1)N)COC(=O)C)C(=O)C
DB00431,[C@H]1([C@H]([C@@H]([C@@H]([C@H]([C@@H]1Cl)Cl)Cl)Cl)Cl)Cl
DB00433,Clc1cc2N(CCCN3CCN(CC3)C)c3c(Sc2cc1)cccc3
DB00434,N1(CCC(=C2c3c(C=Cc4c2cccc4)cccc3)CC1)C
DB00437,c1nc2c(cn[nH]2)c(n1)O
DB00438,S1[C@H]2N(C(=O)[C@H]2NC(=O)/C(=N\OC(C)(C)C(=O)O)/c2nc(sc2)N)C(=C(C1)C[n+]1ccccc1)C(=O)[O-]
DB00439,Fc1ccc(c2c(c(nc(c2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)C(C)C)C(C)C)COC)cc1
DB00440,O(c1cc(Cc2c(nc(nc2)N)N)cc(OC)c1OC)C
DB00441,FC1(F)[C@H](O)[C@H](O[C@H]1n1ccc(nc1=O)N)CO
DB00442,O[C@@H]1[C@H](C(=C)[C@@H](n2c3[nH]c(nc(=O)c3nc2)N)C1)CO
DB00444,[C@@H]12[C@@H](c3c([C@H]([C@H]1C(=O)OC2)c1cc(c(c(c1)OC)O)OC)cc1c(c3)OCO1)O[C@H]1[C@@H]([C@H]([C@@H]2O[C@H](c3sccc3)OC[C@H]2O1)O)O
DB00446,c1c(ccc(c1)[N+](=O)[O-])[C@H]([C@H](NC(=O)C(Cl)Cl)CO)O
DB00448,S(=O)(Cc1nccc(OCC(F)(F)F)c1C)c1[nH]c2c(n1)cccc2
DB00449,O(C(=O)C(C)(C)C)c1c(OC(=O)C(C)(C)C)ccc(C(O)CNC)c1
DB00450,Fc1ccc(C(=O)CCCN2CCC(=CC2)n2c3c([nH]c2=O)cccc3)cc1
DB00454,O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC
DB00455,Clc1cc2c(C(=C3CCN(CC3)C(=O)OCC)c3ncccc3CC2)cc1
DB00457,O=C(N1CCN(CC1)c1nc2c(c(n1)N)cc(OC)c(OC)c2)c1occc1
DB00458,N1(CCCN(C)C)c2c(CCc3c1cccc3)cccc2
DB00459,c1(c(c(cc(c1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)OC)C)C
